Player Id,Position,Current Status,Experience
2524004,,Retired,1
2510895,,Retired,5
2513681,,Retired,0
2495133,,Retired,4
2508473,,Retired,2
497226,TE,Unsigned free agent,8
2559328,DB,Active,0
2550257,DB,Active,4
2495602,,Retired,5
2523251,,Retired,9
2509009,,Retired,9
2519132,,Retired,1
2513963,,Retired,3
2527019,,Retired,18
2550304,,Retired,1
2525292,,Retired,1
2506770,,Retired,5
2500032,,Retired,2
2527432,,Retired,8
2550487,C,Active,4
2506058,,Retired,5
2552616,,Retired,1
2519330,,Retired,1
71279,,Retired,7
2522772,,Retired,10
2509133,,Retired,1
2503443,,Retired,3
2504672,,Retired,9
2512959,,Retired,3
2552389,CB,Active,3
2527911,,Retired,2
2543836,WR,Active,2
2518683,,Retired,1
2542281,,Retired,1
2539230,DT,Active,5
2514708,,Retired,3
2559185,CB,Active,0
2528624,,Retired,1
2504808,,Retired,7
2541799,,Retired,1
2512810,,Retired,2
2513626,,Retired,1
2500800,,Retired,4
2524290,,Retired,5
2523285,,Retired,1
2504338,,Retired,2
2506388,,Retired,5
2501400,,Retired,5
2518339,,Retired,1
2530959,,Retired,5
2520296,,Retired,11
2500323,,Retired,2
2520388,,Retired,3
2519562,,Retired,10
2559025,DB,Active,0
2512679,,Retired,5
2527198,,Retired,1
2508053,,Retired,4
2517630,,Retired,1
2504279,,Retired,2
2530841,,Retired,1
2528402,,Retired,11
2525293,,Retired,2
2502339,,Retired,5
2502845,,Retired,1
2517371,,Retired,8
2502841,,Retired,1
2522186,,Retired,1
2503352,,Retired,2
2504740,,Retired,11
2520000,,Retired,1
2530596,,Retired,1
2506603,,Retired,1
2519931,,Retired,6
2522398,,Retired,4
2500607,,Retired,2
2540244,,Retired,1
2523654,,Retired,1
2527113,,Retired,1
2514881,,Retired,3
2540292,C,Active,5
2522628,,Retired,9
2502643,,Retired,7
2517601,,Retired,7
2511068,,Retired,2
2555353,OG,Active,2
2527149,,Retired,4
2504623,,Retired,9
2506029,OLB,Unsigned free agent,14
2499982,,Retired,1
2550640,,Retired,2
2534789,RB,Unsigned free agent,4
2550575,NT,Active,4
2508566,,Retired,1
2510974,,Retired,1
2523012,,Retired,8
2514834,,Retired,6
2514350,,Retired,3
2559126,DB,Active,0
2514016,,Retired,8
2499365,,Retired,7
2535842,G,Active,5
2495851,,Retired,10
2495171,C,Active,7
2518602,,Retired,4
2552347,OG,Active,1
2514289,,Retired,2
2508795,,Retired,3
2543794,TE,Active,4
2513524,,Retired,1
2527362,,Retired,10
2531235,,Retired,1
2522777,,Retired,5
2556760,RB,Active,1
2509186,,Retired,2
2515956,,Retired,1
2510896,,Retired,1
2503971,,Retired,12
2508270,,Retired,1
2523822,,Retired,10
2512931,,Retired,2
2519483,,Retired,11
2523279,,Retired,0
2506646,,Retired,4
2503299,,Retired,9
2514698,,Retired,0
2504007,,Retired,1
2531075,,Retired,1
2509333,,Retired,1
2528080,,Retired,5
2523184,,Retired,2
2506069,,Retired,1
2553499,WR,Active,2
2524234,,Retired,0
2507079,,Retired,5
2555131,OG,Active,2
2495444,,Retired,2
2522331,,Retired,1
2303,,Retired,3
2527106,,Retired,5
2514766,,Retired,2
2519016,,Retired,12
2508300,,Retired,3
2515568,,Retired,0
2499579,,Retired,7
2518380,,Retired,2
2507702,,Retired,1
2512903,,Retired,2
2501300,,Retired,2
2502860,,Retired,11
2505716,,Retired,2
2495326,,Retired,4
2508373,,Retired,4
2507138,,Retired,1
2506805,,Retired,2
2506471,,Retired,3
2505117,,Retired,2
2515102,,Retired,1
2512405,,Retired,14
2522652,,Retired,4
2517375,,Retired,13
2520066,,Retired,1
2508337,,Retired,2
2513894,,Retired,7
2508828,,Retired,2
2515995,,Retired,3
2522969,,Retired,1
2495330,,Retired,3
2557986,TE,Active,0
2542015,,Retired,1
2559051,DE,Active,0
2506828,,Retired,1
2552487,WR,Active,3
2513638,,Retired,1
2519277,,Retired,10
2511449,,Retired,4
2500963,,Retired,13
2505910,,Retired,6
2558886,TE,Active,0
2505201,,Retired,1
2536032,LB,Active,6
2559294,OG,Active,0
2500279,,Retired,1
2523941,,Retired,1
2500807,,Retired,1
2504607,,Retired,3
2539231,DT,Active,5
2500283,,Retired,2
2501829,,Retired,10
2550565,OLB,Active,4
2504244,,Retired,2
2501362,,Retired,12
2504306,,Retired,5
2519506,,Retired,6
2516001,,Retired,1
2507279,,Retired,3
2506733,,Retired,1
2507549,LS,Active,8
2528455,,Retired,3
2513873,,Retired,5
2519283,,Retired,2
2541837,DB,Active,4
2559035,RB,Active,0
2558297,P,Active,0
2508446,,Retired,1
2514298,,Retired,1
2509016,,Retired,5
2519017,,Retired,5
2522349,,Retired,10
784,,Retired,7
2508685,,Retired,1
2522377,,Retired,3
2529568,,Retired,1
2523051,,Retired,3
2508985,,Retired,9
2512392,,Retired,1
2528369,,Retired,0
2520408,,Retired,6
2502285,,Retired,12
2539292,DT,Active,5
2549896,OLB,Active,4
2522298,,Retired,4
2505657,,Retired,10
2495769,,Retired,6
2518436,,Retired,1
2525016,,Retired,1
2511267,,Retired,1
2522692,,Retired,8
2507991,,Retired,1
2510920,,Retired,2
2522212,,Retired,9
2550218,P,Active,0
2508607,,Retired,0
2543845,OG,Active,4
2550836,,Retired,1
2504246,,Retired,3
2519935,,Retired,2
2550200,,Retired,1
2507780,NT,Active,9
2500690,,Retired,12
2501327,,Retired,4
2511306,,Retired,1
2509236,,Retired,8
2532986,MLB,Active,6
2504718,,Retired,9
2501832,,Retired,11
2521941,,Retired,7
2502424,,Retired,13
2528392,,Retired,4
2523745,,Retired,6
2514832,,Retired,5
2508825,,Retired,1
2523812,,Retired,1
2513863,,Retired,1
2504887,,Retired,4
4255,,Retired,1
2556483,DE,Active,1
2525365,,Retired,1
2543860,DT,Active,4
2519993,,Retired,4
2535834,,Retired,4
2522708,,Retired,2
2555142,OG,Active,2
2507970,,Retired,1
2558175,SAF,Active,0
2557863,WR,Active,0
2499570,,Retired,7
2527068,,Retired,13
2502448,,Retired,8
2503300,,Retired,11
2508963,,Retired,2
2522414,,Retired,2
2559136,DT,Active,0
2527955,,Retired,4
2522522,,Retired,2
2505101,,Retired,12
2506693,,Retired,2
2511114,,Retired,2
2556118,RB,Active,2
2527357,,Retired,6
2550930,ILB,Active,4
2558962,C,Active,0
2507422,,Retired,3
2507471,CB,Unsigned free agent,10
2522424,,Retired,0
2519519,,Retired,1
2514368,,Retired,1
497236,TE,Active,8
2528144,,Retired,2
2558294,LB,Active,0
2528554,,Retired,12
2523212,,Retired,4
2557550,DB,Active,1
2507501,,Retired,1
2514741,,Retired,7
2523686,,Retired,1
2501420,,Retired,1
2512586,,Retired,1
2514330,,Retired,4
2515716,,Retired,5
2522470,,Retired,1
2503466,,Retired,4
2525026,,Retired,1
2504653,,Retired,11
2527285,,Retired,2
2502838,,Retired,14
2507658,,Retired,2
2501050,,Retired,8
2499566,,Retired,2
2524017,,Retired,2
2509310,,Retired,1
2527004,,Retired,1
2558289,LB,Active,0
2500510,,Retired,10
2506954,,Retired,3
2495537,,Retired,7
496839,,Retired,1
2530690,RB,Unsigned free agent,4
2522340,,Retired,2
2522748,,Retired,2
89774,,Retired,7
2505988,DE,Unsigned free agent,14
2559306,DT,Active,0
2507638,,Retired,6
2557877,DT,Active,0
2505317,,Retired,2
2523039,,Retired,4
2519212,,Retired,1
2503295,,Retired,6
2506138,,Retired,1
497260,,Retired,6
2514768,,Retired,2
2556521,K,Active,2
2520164,,Retired,1
2517436,,Retired,1
2522995,,Retired,
238227,FS,Active,9
2557943,DE,Active,0
2528600,,Retired,3
2500556,,Retired,15
2512932,,Retired,1
2523276,,Retired,2
2527486,,Retired,1
2514345,,Retired,1
2508229,,Retired,6
2557034,WR,Active,1
2500368,,Retired,10
2514632,,Retired,3
2519109,,Retired,2
2504605,,Retired,8
2558025,WR,Active,0
2495793,,Retired,6
2552657,WR,Active,2
2523249,,Retired,3
2525193,,Retired,10
2543565,RB,Active,3
2505700,,Retired,1
2527375,,Retired,8
2527184,,Retired,1
2512796,,Retired,3
2499428,,Retired,4
2512792,,Retired,2
2501040,,Retired,12
2520107,,Retired,1
2499539,,Retired,8
2513472,,Retired,8
2504397,,Retired,1
2508169,,Retired,7
2522615,,Retired,7
2508002,,Retired,1
2503829,,Retired,1
1037899,,Retired,4
2511451,,Retired,3
2506104,,Retired,6
2523139,,Retired,1
2555215,WR,Active,2
758,T,Active,10
2513667,,Retired,8
2550408,,Retired,2
89770,,Retired,4
2552479,WR,Active,1
2524855,,Retired,2
2530553,,Retired,3
2504251,,Retired,10
2558167,QB,Active,0
2506640,,Retired,2
2513690,,Retired,7
2520457,,Retired,2
2495252,OLB,Active,7
2506667,,Retired,3
2519517,,Retired,4
2495819,OG,Unsigned free agent,12
324,TE,Unsigned free agent,10
2532816,T,Active,5
2528356,,Retired,1
2514637,,Retired,3
2559282,LB,Active,0
2542534,,Retired,0
2500312,,Retired,1
2541848,LB,Active,0
496786,,Retired,4
2522639,,Retired,0
2509344,,Retired,5
2518089,,Retired,3
2521994,,Retired,3
2506921,OLB,Unsigned free agent,12
2519482,,Retired,1
2543670,C,Active,4
2527280,,Retired,4
2505978,,Retired,6
2550464,,Retired,1
2511157,,Retired,3
2501732,,Retired,2
2557837,LB,Active,0
2514136,,Retired,1
2525244,,Retired,2
2509243,,Retired,7
2553796,CB,Active,3
2528598,,Retired,1
2502896,,Retired,1
306,CB,Active,10
2522318,,Retired,3
2523013,,Retired,3
2501851,,Retired,1
2503605,,Retired,10
2550427,,Retired,1
2530669,,Retired,2
2504700,,Retired,8
2523781,,Retired,3
2502868,,Retired,9
2520040,,Retired,1
2501076,,Retired,2
2508804,,Retired,1
2500001,,Retired,1
2503871,,Retired,3
2515991,,Retired,1
2518411,,Retired,3
2553431,DE,Active,3
2514920,,Retired,3
2534853,,Retired,1
2500073,,Retired,3
2515960,,Retired,2
2501556,,Retired,2
2500305,,Retired,6
2511057,,Retired,1
2501840,,Retired,10
2517442,,Retired,1
2513195,LS,Unsigned free agent,8
2499991,,Retired,23
2534832,FS,Active,6
2528526,,Retired,1
2536078,,Retired,1
2505563,,Retired,2
2500666,,Retired,6
2501007,,Retired,9
2528388,,Retired,1
2518726,,Retired,1
2542021,,Retired,1
2522576,,Retired,1
2520169,,Retired,1
2507917,CB,Unsigned free agent,8
2500665,,Retired,8
89746,OG,Active,9
496849,,Retired,5
2506025,,Retired,11
2499455,,Retired,14
2533051,DT,Active,6
2500395,,Retired,4
2518343,,Retired,1
2522764,,Retired,2
2509388,,Retired,3
2518980,,Retired,4
2541219,,Retired,1
2503585,,Retired,11
2550651,,Retired,2
2501341,,Retired,7
2521937,,Retired,9
2508785,,Retired,4
2529490,,Retired,0
2535697,,Retired,1
2504518,,Retired,1
2512468,,Retired,1
2507135,,Retired,1
2513876,,Retired,2
2513433,,Retired,1
2511195,,Retired,4
2558123,RB,Active,0
2501055,,Retired,2
2559377,LB,Active,0
238498,WR,Active,9
2519566,,Retired,5
2511466,,Retired,1
2519479,,Retired,4
2511476,,Retired,5
2514332,,Retired,2
2533062,CB,Active,6
2506215,,Retired,2
2503374,,Retired,6
2558861,RB,Active,0
2521929,,Retired,4
2499992,,Retired,3
2509383,,Retired,2
2524262,,Retired,4
2529574,,Retired,16
2512386,,Retired,3
2556402,DB,Active,2
2523925,,Retired,1
2507987,,Retired,2
2559354,OT,Active,0
496919,,Retired,3
2511442,,Retired,1
2523265,,Retired,2
2553236,OT,Active,1
2505689,,Retired,8
2509173,,Retired,6
2509131,,Retired,10
2522736,,Retired,1
2519969,,Retired,1
2501003,,Retired,3
2500966,,Retired,1
2508651,,Retired,4
2507475,,Retired,4
2512443,,Retired,1
2501444,,Retired,18
2539244,,Retired,1
2515675,,Retired,7
2505650,,Retired,1
2520033,,Retired,7
2500852,,Retired,1
2506822,,Retired,0
2522240,,Retired,3
2543563,OLB,Active,4
2531242,,Retired,1
2505694,,Retired,2
2504330,,Retired,9
2502269,,Retired,15
2495926,,Retired,7
2550484,,Retired,1
2506183,,Retired,1
2507377,,Retired,2
2522291,,Retired,1
2509011,,Retired,1
2518136,,Retired,3
2503586,,Retired,1
2501071,,Retired,1
2504168,,Retired,3
2558957,DB,Active,0
2518077,,Retired,1
2523965,,Retired,1
2502486,,Retired,8
2540234,,Retired,2
2512770,,Retired,10
2531178,,Retired,1
2495281,ILB,Active,7
2530478,,Retired,1
2553649,,Retired,1
2501646,,Retired,5
2543769,OLB,Active,4
2552255,CB,Active,3
2505467,,Retired,11
2517167,,Retired,1
2507840,,Retired,1
2500276,,Retired,9
2534544,,Retired,2
2501458,,Retired,9
2527167,,Retired,2
496792,,Retired,6
2524247,,Retired,1
2517246,,Retired,8
2500043,,Retired,6
2495761,,Retired,1
2527961,,Retired,4
2528567,,Retired,1
2528214,,Retired,3
2510981,,Retired,7
2509249,,Retired,11
2495227,,Retired,3
2507358,T,Active,9
2513475,,Retired,3
2528524,,Retired,1
2514843,,Retired,2
2495792,,Retired,0
2519959,,Retired,4
2508266,,Retired,1
2495736,,Retired,0
2522496,,Retired,1
2519551,,Retired,1
2504061,,Retired,0
2522889,,Retired,3
2520250,,Retired,3
2522461,,Retired,1
2513590,,Retired,4
2516083,,Retired,4
2515602,,Retired,10
2500679,,Retired,1
2505208,,Retired,10
2520233,,Retired,1
2540217,DB,Active,5
2543611,P,Active,4
2500779,,Retired,1
2500031,,Retired,7
2505094,,Retired,9
2541312,OG,Active,4
2519994,,Retired,3
2532830,,Retired,1
2495458,,Retired,4
2509144,,Retired,6
2508917,,Retired,1
2525196,,Retired,5
2541302,NT,Active,5
2556762,RB,Active,1
2528256,,Retired,12
2507260,,Retired,5
2558927,WR,Active,0
2500404,,Retired,8
2512675,,Retired,2
2558040,OLB,Active,0
2525167,,Retired,4
2505541,,Retired,5
2559008,WR,Active,0
2522809,,Retired,3
2523192,,Retired,0
2514819,,Retired,1
2515874,,Retired,1
2514241,,Retired,8
2515728,,Retired,14
2503540,,Retired,12
2515655,,Retired,8
2517307,,Retired,3
2514970,,Retired,3
2527499,,Retired,4
2527969,,Retired,1
2504270,,Retired,7
2508320,,Retired,3
2555174,FS,Active,1
2527048,,Retired,10
2508333,,Retired,9
2553661,,Retired,1
2524911,,Retired,1
2524140,,Retired,1
2553870,DE,Active,1
2540277,LB,Active,5
79838,,Retired,1
2514952,,Retired,1
2515571,,Retired,1
2507197,,Retired,5
2505967,,Retired,8
2504888,,Retired,1
2555332,QB,Active,2
2514257,,Retired,6
2504897,,Retired,7
2535871,,Retired,1
2524831,,Retired,3
2527254,,Retired,5
2517422,,Retired,3
2556818,TE,Active,2
2558833,FB,Active,0
2552458,WR,Active,3
2521930,,Retired,5
2522584,,Retired,2
2553601,OG,Active,2
2500037,,Retired,7
2522709,,Retired,3
2501035,,Retired,3
2501716,,Retired,12
2504944,,Retired,1
2509349,,Retired,3
844,,Retired,8
2514377,,Retired,4
2552415,WR,Active,3
2518359,,Retired,1
2559283,CB,Active,0
2540268,WR,Active,3
2512794,,Retired,1
2558116,RB,Active,0
2555517,NT,Active,2
2495120,,Retired,3
2505883,,Retired,3
2522442,,Retired,7
2523718,,Retired,1
2542069,,Retired,2
2502379,,Retired,13
2527391,,Retired,6
2557962,NT,Active,0
2514088,,Retired,1
2515075,,Retired,1
2523304,,Retired,1
2522189,,Retired,3
71483,,Retired,2
2509273,,Retired,4
2527039,,Retired,1
2539303,FB,Unsigned free agent,5
2503556,,Retired,8
2540139,T,Active,5
2500641,,Retired,2
2525070,,Retired,1
2516032,,Retired,3
2500307,,Retired,1
2513721,,Retired,1
2508014,,Retired,6
2522469,,Retired,1
2524046,,Retired,4
2508587,,Retired,1
2513624,,Retired,2
2515020,,Retired,0
2507726,,Retired,0
2558964,FB,Active,0
2502567,,Retired,10
2520045,,Retired,1
2513913,,Retired,2
2519266,,Retired,3
2499549,,Retired,7
2504199,,Retired,4
2519515,,Retired,8
2511099,,Retired,12
2523119,,Retired,2
2556628,OT,Active,1
2507900,,Retired,2
2519205,,Retired,6
2502483,,Retired,9
2555198,OT,Active,2
228,,Retired,5
2499970,,Retired,2
2506049,,Retired,7
2524093,,Retired,1
2514811,,Retired,1
2507178,,Retired,6
2555218,RB,Active,2
2518232,,Retired,1
2502270,,Retired,1
2507775,,Retired,3
2504146,,Retired,6
2542001,,Retired,1
2522082,,Retired,1
2502895,,Retired,9
2555348,WR,Active,2
2527436,,Retired,1
2552374,RB,Active,3
2505875,,Retired,2
2495450,WR,Active,7
2518640,,Retired,3
2503989,,Retired,8
2523836,,Retired,1
71353,FS,Unsigned free agent,9
2541814,,Retired,3
2522893,,Retired,1
2558007,DT,Active,0
2507805,,Retired,2
2520162,,Retired,1
2556700,TE,Active,1
2559344,DB,Active,0
2505906,,Retired,6
2514351,,Retired,1
2543456,DE,Active,4
1706,,Retired,8
2515781,,Retired,2
2512592,,Retired,1
2522888,,Retired,1
2508009,,Retired,1
2523668,,Retired,8
2520255,,Retired,7
2518445,,Retired,3
2511060,,Retired,2
496941,MLB,Unsigned free agent,6
2495868,,Retired,6
2527177,,Retired,2
2522128,,Retired,1
2525069,,Retired,2
2508856,,Retired,2
2553112,K,Active,3
2524193,,Retired,1
2522705,,Retired,0
2499514,,Retired,3
2553726,SS,Active,2
2499987,,Retired,1
2525129,,Retired,1
2501446,,Retired,1
2502403,,Retired,1
2520021,,Retired,1
2539259,OG,Active,5
2524132,,Retired,3
2552672,DT,Active,3
2550348,,Retired,1
2506995,,Retired,1
2555167,OLB,Active,2
2535957,,Retired,1
2517503,,Retired,8
2504960,,Retired,6
2520438,,Retired,2
2543622,C,Active,4
2524138,,Retired,1
2550606,OT,Active,2
2507806,,Retired,4
2518227,,Retired,1
2557906,OLB,Active,0
2495927,,Retired,3
2508937,,Retired,1
2508799,,Retired,2
2542274,,Retired,1
2534782,,Retired,2
2553764,NT,Active,3
2515838,,Retired,5
2529537,,Retired,1
2515132,,Retired,5
2499357,,Retired,14
2514666,,Retired,2
2518728,,Retired,9
2502353,,Retired,3
2525315,,Retired,6
2558138,RB,Active,0
2500272,,Retired,2
2528608,,Retired,1
2505038,,Retired,6
2511448,,Retired,1
2525094,,Retired,1
2520119,,Retired,2
2512808,,Retired,1
2522849,,Retired,2
2541696,SS,Active,2
2530981,,Retired,1
2525131,,Retired,1
2509103,,Retired,12
2559224,LB,Active,0
2522844,,Retired,5
2500670,,Retired,2
2525285,,Retired,1
2499418,,Retired,2
2509308,,Retired,7
2513965,,Retired,8
2500853,,Retired,8
2522269,,Retired,6
2528139,,Retired,4
2506447,,Retired,7
496996,,Retired,4
2502686,,Retired,4
2514556,,Retired,3
2550347,,Retired,2
2522864,,Retired,3
2524221,,Retired,2
2528328,,Retired,3
2495867,,Retired,10
2506266,,Retired,1
2528207,,Retired,2
2555505,LB,Active,2
2508386,,Retired,1
2507416,,Retired,1
2501025,,Retired,9
71269,WR,Active,9
2504761,,Retired,5
2501912,,Retired,19
2522312,,Retired,2
2524147,,Retired,1
2530963,,Retired,1
2530550,,Retired,1
2519492,,Retired,5
2504191,,Retired,4
2525066,,Retired,0
2522813,,Retired,1
2500351,K,Active,19
2540175,RB,Active,5
2511364,,Retired,2
2527291,,Retired,1
2508519,,Retired,9
2508707,,Retired,6
2554031,,Retired,1
2528245,,Retired,4
2520376,,Retired,1
2499367,,Retired,10
2504649,,Retired,1
2495324,,Retired,4
2506267,,Retired,4
2513507,,Retired,5
2514877,,Retired,3
2495178,DT,Active,7
2541980,,Retired,1
2556683,C,Active,1
2543744,OG,Active,4
2509160,,Retired,1
2552396,TE,Active,2
2501865,,Retired,2
79899,FS,Unsigned free agent,9
2502597,,Retired,11
2509268,,Retired,2
2522876,,Retired,5
2506593,,Retired,1
2504943,,Retired,6
2556586,TE,Active,0
2518500,,Retired,9
2525161,,Retired,3
2524020,,Retired,1
2518738,,Retired,0
2550140,C,Active,4
2501011,,Retired,3
2501620,,Retired,6
2503477,,Retired,6
2495796,,Retired,6
2515854,,Retired,1
2559077,CB,Active,0
2513657,,Retired,3
2527473,,Retired,3
2527347,,Retired,12
2514389,,Retired,6
2558910,LB,Active,0
2518287,,Retired,3
2495213,,Retired,3
2557931,CB,Active,0
2504892,,Retired,1
2552631,RB,Active,3
2508518,,Retired,1
2550337,,Retired,2
2508477,,Retired,2
2523241,,Retired,3
2517408,,Retired,4
2535533,,Retired,1
2539223,SS,Active,5
2523102,,Retired,2
2523848,,Retired,1
2515559,,Retired,4
2559220,DB,Active,0
2556647,DE,Active,1
2555574,DB,Active,1
2508822,,Retired,1
2510999,,Retired,6
2559002,DB,Active,0
2550294,,Retired,1
2528605,,Retired,2
2541539,LB,Active,5
2543498,WR,Active,4
2517244,,Retired,1
2527476,,Retired,1
2552332,OG,Active,3
2505055,,Retired,9
2527226,,Retired,2
2495601,,Retired,2
2519532,,Retired,1
2522078,,Retired,5
79595,,Retired,4
2514001,,Retired,2
2518082,,Retired,1
2522144,,Retired,1
2504821,,Retired,6
2507447,,Retired,1
2513658,,Retired,7
2522000,,Retired,2
2550277,G,Active,3
2499484,,Retired,1
2522620,,Retired,1
2523191,,Retired,1
2519211,,Retired,1
2509047,,Retired,1
2559082,OG,Active,0
2532826,DE,Active,6
2523772,,Retired,6
2527866,,Retired,4
2528530,,Retired,2
2508417,,Retired,11
2500998,,Retired,1
2529665,,Retired,9
2533442,T,Active,6
2501404,,Retired,1
2550460,DE,Active,4
2515862,,Retired,2
2502839,,Retired,5
2512807,,Retired,8
2555299,CB,Active,2
2502385,,Retired,10
2499394,,Retired,9
497278,WR,Active,8
2523114,,Retired,6
2513603,,Retired,1
2519279,,Retired,1
2528478,,Retired,5
2525165,,Retired,2
2553642,P,Active,3
2522987,,Retired,1
2523186,,Retired,6
2495731,,Retired,8
2501579,,Retired,11
2522147,,Retired,1
2499413,,Retired,1
2541798,,Retired,1
2515539,,Retired,12
2535575,,Retired,2
2501757,,Retired,1
2508946,,Retired,2
89696,,Retired,1
2524983,,Retired,2
2506059,,Retired,8
2503582,,Retired,4
2522335,,Retired,2
2517421,,Retired,4
2515058,,Retired,1
2505397,,Retired,1
